Survey ResponseID,frequency,monetary,avg_order_value,total_quantity,recency_days,tenure_days,avg_inter_purchase_days,category_diversity,category_entropy,spend_trend_ratio,future_6m_spend
R_3Dvf2b14COFZe0A,128,2326.37,18.17,159.0,15.0,165.0,4.02,68,5.7099,0.8955,3303.45
R_3E252YU4mQvPkIN,1,6.99,6.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_3EEZcujUuRoad1F,28,1129.04,40.32,28.0,6.0,174.0,13.38,4,1.4313,6.5907,725.77
R_3EEesqalY2T8Gdm,3,62.95,20.98,3.0,96.0,84.0,42.0,2,0.9183,0.0,314.39
R_3EEkdVDJ2YHiSOj,20,496.05,24.8,20.0,12.0,168.0,11.2,15,3.6414,2.6834,709.23
R_3EF2sOVmTNA4e3u,47,845.53,17.99,62.0,10.0,170.0,6.8,33,4.8074,1.3909,1260.8
R_3EF584Zf9pAwkir,7,90.9,12.99,7.0,25.0,155.0,38.75,6,2.5216,0.98,742.16
R_3EFsFPjORsZZZn5,79,2898.03,36.68,92.0,5.0,175.0,4.49,45,5.1667,0.4319,3061.9
R_3EG2lAmDB5qrmUO,3,51.97,17.32,3.0,122.0,58.0,29.0,3,1.585,0.0,76.75
R_3EGvqUR9TZQYcPc,5,29.35,5.87,13.0,180.0,0.0,180.0,4,1.9219,0.0,0.0
R_3EKDuh477LRPL0t,93,828.76,8.91,102.0,7.0,173.0,8.65,42,4.8794,0.2012,250.55
R_3EKM9mPJL9nwVZP,4,139.61,34.9,4.0,25.0,155.0,77.5,4,2.0,18.4172,0.0
R_3EKbufgfGp0iJqN,18,334.63,18.59,20.0,79.0,101.0,16.83,8,2.2133,0.087,0.0
R_3EMSI0TXB7sUjN4,54,1139.68,21.11,54.0,8.0,172.0,10.12,24,3.5099,1.1394,369.39
R_3EMaONYGibovcxQ,36,629.16,17.48,36.0,4.0,176.0,11.73,26,4.3809,1.3385,452.67
R_3EMd7qNpZzBTfeI,25,261.47,10.46,25.0,3.0,177.0,19.67,17,3.8439,1.1351,297.9
R_3EPPQDreWBHrYIN,26,525.24,20.2,27.0,5.0,175.0,19.44,19,4.0231,3.1858,64.98
R_3EPQZIIC10dWrjT,9,177.53,19.73,12.0,62.0,118.0,23.6,9,3.1699,1.1548,1094.53
R_3EQ2dhEXGhy72Xx,32,904.1,28.25,35.0,8.0,172.0,11.47,20,4.1167,0.4605,773.02
R_3EQJpaOtt2aP8HS,29,696.06,24.0,29.0,10.0,170.0,12.14,23,4.3492,0.5707,1660.77
R_3ESEXAc9qI9Kwvu,12,151.71,12.64,12.0,12.0,168.0,33.6,9,3.0221,1.5973,343.09000000000003
R_3ESuELdvO5mTjxj,24,425.87,17.74,24.0,5.0,175.0,19.44,16,3.7516,0.1017,331.08
R_3EVY4NsMzRR1v2S,63,2150.35,34.13,70.0,11.0,169.0,4.83,40,4.9217,0.9834,1655.09
R_3EWk755Ir7OPrZ4,81,1717.97,21.21,86.0,1.0,179.0,3.44,56,5.4561,0.981,1814.0
R_3EWpU9jtvio82ZW,14,225.62,16.12,14.0,12.0,168.0,28.0,9,2.9852,0.7502,223.33
R_3EYYSAYh5CMwpuM,11,313.17,28.47,11.0,5.0,175.0,25.0,8,2.8454,0.2847,686.79
R_3EYhs6sdztDRTgU,2,69.98,34.99,2.0,180.0,0.0,180.0,2,1.0,0.0,29.41
R_3EZrxwI9XaH5BwK,7,207.94,29.71,7.0,75.0,105.0,35.0,7,2.8074,6.0824,0.0
R_3EaRonpJ9uBZjbf,85,1183.69,13.93,102.0,14.0,166.0,7.22,46,4.8453,0.3182,1848.62
R_3Ebh099lpNz7iC2,38,785.98,20.68,40.0,7.0,173.0,8.24,19,3.6922,0.8229,1822.72
R_3EbttwlSceKvWpl,20,326.32,16.32,20.0,8.0,172.0,17.2,17,3.9842,1.4019,324.16
R_3EfGwTEabmoSRVI,13,176.02,13.54,13.0,156.0,24.0,24.0,4,1.352,0.0,0.0
R_3EgIvf4lJXZKbGr,1,13.99,13.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_3EhR0fMrUnhxkXq,3,49.91,16.64,3.0,152.0,28.0,14.0,2,0.9183,0.0,83.6
R_3EiC7G3wrw70mky,7,76.04,10.86,8.0,41.0,139.0,46.33,7,2.8074,0.9854,251.85999999999999
R_3Ej8bcREI0F3eu5,56,805.11,14.38,58.0,1.0,179.0,9.42,43,5.2939,2.245,1045.06
R_3EjukyESzOBwlP3,15,456.61,30.44,18.0,18.0,162.0,14.73,14,3.7736,0.7189,636.98
R_3ElHoNUS8Tyu7RP,34,718.39,21.13,35.0,5.0,175.0,15.91,23,4.2754,6.9892,983.15
R_3Em4Q2OBHB3m5rz,52,969.52,18.64,66.0,3.0,177.0,5.53,32,4.7021,0.948,1283.92
R_3ErQCzsLvW3VNS4,4,188.97,47.24,4.0,56.0,124.0,62.0,4,2.0,0.3501,40.739999999999995
R_3Es3loppjtpKmVQ,14,223.97,16.0,14.0,68.0,112.0,28.0,12,3.5216,0.2647,174.99
R_3EsC5YHmiHe5s54,32,413.38,12.92,32.0,22.0,158.0,15.8,12,2.4669,1.099,375.59
R_3EsdYJiok38Qvto,17,258.34,15.2,17.0,12.0,168.0,24.0,11,3.2195,0.6051,462.42
R_3EstwwBJnGlJRF9,12,199.96,16.66,12.0,3.0,177.0,17.7,11,3.4183,0.7313,185.69
R_3EuLVznxdNt9ygD,54,959.11,17.76,54.0,10.0,170.0,8.5,40,5.1555,0.4968,663.25
R_3EutPfLBwg7pRd5,5,84.55,16.91,7.0,152.0,28.0,14.0,4,1.9219,0.0,0.0
R_3EzeiT36qvnPNn2,37,892.74,24.13,38.0,3.0,177.0,7.38,20,3.6143,0.9341,415.61
R_3F2KeQRImk5Mttz,1,25.93,25.93,1.0,180.0,0.0,180.0,1,-0.0,0.0,8.99
R_3F2RsXO9QCVRCrn,29,779.93,26.89,34.0,14.0,166.0,20.75,12,2.7854,0.4241,417.87
R_3F3X708cHyF54Xq,2,25.18,12.59,2.0,180.0,0.0,180.0,2,1.0,0.0,0.0
R_3F4cWjtxeQOW5r7,24,289.18,12.05,24.0,7.0,173.0,19.22,12,2.8675,1.2348,338.26
R_3F5y4cdVNzWpTQR,5,146.7,29.34,5.0,3.0,177.0,44.25,2,0.7219,0.0335,406.07
R_3FJUVdPnuSVjjOU,4,67.38,16.85,5.0,132.0,48.0,48.0,4,2.0,0.0,62.349999999999994
R_3FJqi0ATxRwqj8Q,14,674.51,48.18,15.0,36.0,144.0,28.8,11,3.3249,2.3235,32.95
R_3FLPTTSok3w7jnv,52,1028.18,19.77,55.0,10.0,170.0,8.95,36,4.8151,0.9637,1021.3100000000001
R_3FLnCDw2M5okTCc,21,690.73,32.89,21.0,14.0,166.0,9.76,15,3.6304,1.3807,1122.79
R_3FOKWQ86wW6w6jD,10,159.71,15.97,11.0,55.0,125.0,31.25,7,2.6464,1.2835,130.7
R_3FPeOTnJa3dJ112,28,431.87,15.42,35.0,34.0,146.0,12.17,21,4.2804,0.7811,1327.6
R_3FRSHAzxtL6ifms,45,1403.48,31.19,47.0,22.0,158.0,13.17,34,4.9227,0.3545,956.28
R_3FUNDRuv13pcDZN,54,1182.92,21.91,56.0,9.0,171.0,10.06,35,4.8331,0.7678,1139.9
R_3FWCS2UtcCmpn3R,87,2185.37,25.12,94.0,9.0,171.0,4.28,61,5.6483,0.6647,2996.13
R_3FWYtGRVAKLzCT4,34,820.76,24.14,36.0,2.0,178.0,12.71,24,4.4326,0.8641,291.14
R_3G19QJlvJKiZq7Y,28,982.58,35.09,31.0,1.0,179.0,11.93,18,3.9677,2.2054,1291.47
R_3G1gYo1d23Zq8Np,107,1860.15,17.38,110.0,3.0,177.0,3.93,50,5.2242,1.1413,1854.36
R_3G1jK0qoLtI09ql,1,12.5,12.5,1.0,180.0,0.0,180.0,1,-0.0,0.0,15.68
R_3G2FrnXm2CdS0gc,17,553.6,32.56,19.0,80.0,100.0,16.67,13,3.4992,0.1924,303.37
R_3G6Wcp7d0HrvZcR,23,372.11,16.18,23.0,1.0,179.0,16.27,22,4.4366,0.987,624.49
R_3G7BILj5lidHb8M,46,1041.6,22.64,46.0,5.0,175.0,7.61,26,4.1848,1.8498,978.59
R_3G7msgwdvuWPgY4,10,255.11,25.51,10.0,25.0,155.0,38.75,8,2.8464,0.3555,408.03
R_3G8JXKKyXNCmXUc,17,284.8,16.75,19.0,29.0,151.0,18.88,12,3.4104,1.6815,353.29
R_3G8qdj0XUDaKK0r,42,807.73,19.23,48.0,12.0,168.0,14.0,31,4.6387,2.2224,624.89
R_3G9b1ToPNT28Utq,82,1847.3,22.53,82.0,15.0,165.0,8.25,46,5.0208,2.239,362.37
R_3GBBlhvTFaD1mh7,10,172.6,17.26,10.0,41.0,139.0,46.33,7,2.6464,0.522,176.25
R_3GBRRr7bndtJPU9,30,417.54,13.92,31.0,107.0,73.0,5.21,18,3.8314,0.0,273.46
R_3GBS8tWaQz8xHPl,10,349.6,34.96,10.0,68.0,112.0,22.4,9,3.1219,0.0578,496.24
R_3GBSX5xvcH0uSyx,39,453.95,11.64,41.0,6.0,174.0,7.91,25,4.2404,1.7484,2005.81
R_3GCXgWFPLgXAuFC,56,882.51,15.76,57.0,6.0,174.0,6.0,38,4.8213,1.3477,1519.03
R_3GD1CL4OyjglmbZ,23,637.52,27.72,26.0,1.0,179.0,10.53,11,2.6623,1.9884,744.21
R_3GdZzylMTi2YNBV,32,574.97,17.97,33.0,4.0,176.0,7.33,19,3.8387,1.9599,2023.79
R_3GdnvxSWjKsWkLO,6,97.83,16.3,6.0,5.0,175.0,175.0,6,2.585,0.2947,141.01
R_3GdnyGwbVF0dSiX,7,52.59,7.51,8.0,172.0,8.0,8.0,6,2.5216,0.0,51.81
R_3Ge2RzIsoM2g5lL,46,551.74,11.99,46.0,2.0,178.0,6.59,35,4.8115,1.7495,813.16
R_3GethxN3YUfT3zL,13,330.07,25.39,16.0,8.0,172.0,21.5,12,3.5466,0.4003,843.73
R_3Gf6woMCZ2534lI,3,21.52,7.17,3.0,33.0,147.0,73.5,3,1.585,1.0437,41.230000000000004
R_3Gf7YI2H2CvFjQS,31,1277.81,41.22,33.0,11.0,169.0,16.9,20,4.1155,0.9003,1047.05
R_3GfYuThn4GzHiWO,11,228.73,20.79,11.0,52.0,128.0,64.0,9,3.0958,1.4661,101.08
R_3GiFHVWzYKHT1F5,14,575.86,41.13,16.0,47.0,133.0,12.09,9,2.9852,0.6235,537.82
R_3GiSNq0yPsXSvhf,91,1511.77,16.61,100.0,11.0,169.0,8.89,20,2.4503,0.4773,1469.38
R_3GiUgBX63FWdGAk,10,1246.71,124.67,10.0,109.0,71.0,11.83,8,2.9219,0.0,0.0
R_3GiWheWDtygg0V2,115,1617.84,14.07,119.0,3.0,177.0,4.78,67,5.3575,0.792,1732.01
R_3GkRzSOymoHHYrf,15,472.19,31.48,16.0,2.0,178.0,22.25,14,3.7736,3.6311,0.0
R_3GkT1UsAPrEwdXE,32,529.21,16.54,34.0,77.0,103.0,7.36,20,4.1556,0.2192,649.04
R_3GkoSjGfb27dcFl,40,926.27,23.16,45.0,14.0,166.0,9.76,20,3.721,0.2439,1079.3
R_3GlmpDF7aCOi9wA,17,682.03,40.12,17.0,6.0,174.0,58.0,12,3.4104,169.9348,1250.75
R_3GoVgnf4Ih55nVX,7,140.44,20.06,9.0,25.0,155.0,31.0,7,2.8074,0.3202,0.0
R_3GqD1hXu6eSqH31,30,886.64,29.55,31.0,2.0,178.0,14.83,25,4.5069,2.6773,815.49
R_3GqfePl8gH1VWP1,40,1021.88,25.55,41.0,4.0,176.0,9.26,25,4.4153,2.8834,1492.8
R_3Gr02vFv0h79T4p,4,83.8,20.95,4.0,168.0,12.0,12.0,3,1.5,0.0,111.71000000000001
R_3GrjtiJ9M19hViM,1,44.99,44.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,364.41
R_3Gvq8BkHNwpHB6L,1,49.95,49.95,1.0,180.0,0.0,180.0,1,-0.0,0.0,51.41
R_3Gvz2XC7yM8Jb83,19,419.02,22.05,19.0,5.0,175.0,25.0,11,3.0031,0.3593,78.80000000000001
R_3GwCCWUgtO6KqAH,61,1212.76,19.88,64.0,6.0,174.0,10.88,42,5.1395,2.4559,861.33
R_3Gwv5NOXlLi4HIo,20,210.78,10.54,20.0,102.0,78.0,39.0,13,3.4037,0.0,817.39
R_3Gx4NtSW5BDHYaM,7,213.02,30.43,8.0,37.0,143.0,28.6,6,2.5216,0.9473,535.46
R_3GxJF4SnLPfejD5,9,421.52,46.84,9.0,1.0,179.0,59.67,9,3.1699,0.5747,1004.6700000000001
R_3GxP6iC8HXilAFv,2,26.98,13.49,2.0,77.0,103.0,103.0,1,-0.0,0.7999,0.0
R_3Gyd3TBsiJSqbq9,13,446.24,34.33,14.0,68.0,112.0,22.4,11,3.3927,0.1915,1505.69
R_3HAe8cULrdkI2kW,14,243.14,17.37,14.0,32.0,148.0,29.6,12,3.5216,1.7356,327.35
R_3HAk4tN4hE1Arcm,37,778.64,21.04,37.0,30.0,150.0,9.38,23,4.0396,0.4938,1272.34
R_3HBSzChLJ0THGv0,4,89.22,22.3,4.0,28.0,152.0,76.0,4,2.0,0.6228,249.93
R_3HCGBIUl9rPEwFq,2,38.77,19.38,2.0,101.0,79.0,79.0,2,1.0,0.0,0.0
R_3HIaDXXmCJjh0cd,10,263.27,26.33,10.0,7.0,173.0,28.83,7,2.5219,1.0456,121.94
R_3HLDYzLgNc7CV2x,6,127.74,21.29,6.0,66.0,114.0,22.8,5,2.2516,1.0958,60.0
R_3HLKIA2u3ZnY9lM,57,2120.91,37.21,61.0,6.0,174.0,5.8,27,3.9318,1.9146,2708.58
R_3HLZ94fSYlErqm4,4,80.94,20.23,4.0,48.0,132.0,44.0,3,1.5,0.7611,798.47
R_3HMQvvSjHuYx9Zp,4,73.56,18.39,4.0,65.0,115.0,115.0,4,2.0,1.7054,6.99
R_3HNOpheZEt8babI,18,208.04,11.56,18.0,7.0,173.0,28.83,15,3.8366,1.6583,350.74
R_3HOBBoXFv9dlgeK,5,92.78,18.56,5.0,52.0,128.0,64.0,4,1.9219,0.6337,162.77
R_3HOJvi26PAJuJZK,4,100.24,25.06,4.0,9.0,171.0,85.5,4,2.0,0.8074,197.61
R_3HRFZL1JSj3MxJu,5,164.05,32.81,6.0,61.0,119.0,39.67,5,2.3219,0.7454,107.33
R_3HS9VTIlBMhL0Sd,11,276.91,25.17,11.0,43.0,137.0,34.25,5,1.6729,1.0591,453.0
R_3HSpUGQNrkvaCK7,10,131.31,13.13,11.0,45.0,135.0,19.29,10,3.3219,0.7805,141.77
R_3HTY4DHoMm8pvu8,74,1361.87,18.4,82.0,3.0,177.0,3.77,38,4.7226,0.6262,2704.2599999999998
R_3HUIONMYrlnunP2,4,231.86,57.97,4.0,31.0,149.0,74.5,4,2.0,0.5515,75.98
R_3HUOVBSzChkQaNg,18,329.41,18.3,18.0,44.0,136.0,12.36,14,3.6835,0.0477,151.5
R_3HUrUBODoLAVIdf,1,25.99,25.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_3HYTI2GoQycZ7pm,29,749.6,25.85,31.0,7.0,173.0,15.73,20,4.0868,0.196,846.91
R_3HZG1H0F4Gj7CvH,13,369.8,28.45,13.0,9.0,171.0,15.55,11,3.3927,1.6518,303.76
R_3HZXXVV3o9YAbej,7,43.89,6.27,7.0,122.0,58.0,58.0,6,2.5216,0.0,636.85
R_3HgZOjGq4Ny969k,18,427.29,23.74,21.0,30.0,150.0,11.54,14,3.6416,1.0949,895.58
R_3Hhlv3A6Jj4ne7z,4,74.84,18.71,4.0,180.0,0.0,180.0,3,1.5,0.0,175.28
R_3HhqYe5EEdoWMYK,77,1816.8,23.59,84.0,9.0,171.0,6.11,47,5.0432,1.1864,2121.82
R_3HhuhQG33UHsk0S,1,135.99,135.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_3HiRrH77MQBmCfY,43,1091.89,25.39,43.0,31.0,149.0,10.64,26,4.499,0.9412,323.41
R_3HigTq4itishziE,243,4198.13,17.28,315.0,1.0,179.0,4.59,114,6.2737,0.9887,4620.36
R_3HizCKpeuB5PkKD,19,397.83,20.94,21.0,14.0,166.0,18.44,16,3.9321,9.0335,176.92000000000002
R_3HjAciQyd2Gc4Gi,2,79.58,39.79,2.0,180.0,0.0,180.0,2,1.0,0.0,172.13
R_3HjDQfY6FOS3MIo,57,1628.38,28.57,59.0,1.0,179.0,6.17,30,4.6708,1.4323,1126.61
R_3HjNQCp49uYkfcR,21,450.34,21.44,21.0,2.0,178.0,17.8,16,3.8442,1.5055,818.64
R_3Hjj9FarH3Iga6k,15,298.73,19.92,15.0,12.0,168.0,84.0,14,3.7736,1.0965,1594.45
R_3Hklums6AcOIz3o,6,94.11,15.69,6.0,83.0,97.0,48.5,5,2.2516,0.2766,31.88
R_3HnsALZBCxyoK8h,14,278.17,19.87,14.0,2.0,178.0,14.83,11,3.2359,1.0787,567.14
R_3HodEyIPSqvm8b2,33,828.38,25.1,33.0,6.0,174.0,9.67,22,4.0853,0.3801,313.27
R_3Hphzg7zu04Hgy1,105,1860.04,17.71,110.0,3.0,177.0,3.61,48,4.795,0.8175,2210.14
R_3HpkApMzQY1TOOo,1,17.99,17.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,77.03999999999999
R_3HprJyyTGIR9uvR,4,49.47,12.37,4.0,85.0,95.0,95.0,4,2.0,1.9117,121.83
R_3HuZlW70nQmMmfp,2,187.98,93.99,2.0,63.0,117.0,117.0,2,1.0,13.4711,0.0
R_3Hul1w7TompJtds,7,160.05,22.86,7.0,82.0,98.0,98.0,4,1.6645,2.137,0.0
R_3HvPXLfubbb9a6G,78,1822.26,23.36,91.0,13.0,167.0,4.07,32,4.5173,0.4649,1096.51
R_3HwyBgrbG8FttC8,3,54.97,18.32,3.0,165.0,15.0,15.0,3,1.585,0.0,0.0
R_3HzRfw5sNEvrFRf,18,371.08,20.62,18.0,19.0,161.0,11.5,12,3.3774,3.8653,906.77
R_3HzhKIwCcybjVbM,24,471.5,19.65,25.0,3.0,177.0,13.62,15,3.6887,3.7535,869.78
R_3I055DYANjeNW0Q,54,965.23,17.87,54.0,16.0,164.0,9.11,42,5.2685,1.2085,1202.44
R_3I0K5JAKywca6PU,105,2374.95,22.62,109.0,2.0,178.0,3.63,66,5.6673,1.1974,1490.61
R_3I0sWpLFEyMMVOV,19,419.86,22.1,28.0,23.0,157.0,31.4,9,2.6292,0.2936,143.64
R_3I5nChwlGKbzV2A,94,1494.78,15.9,97.0,3.0,177.0,5.06,48,5.0255,1.3369,1008.7
R_3I9Pu8iauEcOx9A,17,156.26,9.19,17.0,13.0,167.0,15.18,7,2.2628,2.4118,65.42
R_3I9lfJCbLgXX1Kx,2,26.73,13.36,2.0,169.0,11.0,11.0,2,1.0,0.0,0.0
R_3I9nHVMo3pyWm6J,27,498.73,18.47,27.0,4.0,176.0,11.73,22,4.3286,0.5647,849.66
R_3IDsfmJTCTANGJr,33,1387.28,42.04,34.0,21.0,159.0,12.23,27,4.6808,1.9573,1234.66
R_3IPI3HQKPpZiAuc,20,830.18,41.51,20.0,1.0,179.0,14.92,17,3.9842,0.9658,510.98
R_3IPMrsaowKJJ58Z,2,29.32,14.66,2.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_3IQ5XO6JT3wgVgw,8,107.85,13.48,8.0,95.0,85.0,42.5,8,3.0,0.0,56.83
R_3IQQB0Dtvv9riqZ,101,1197.79,11.86,101.0,17.0,163.0,7.41,51,5.3229,1.004,1490.05
R_3IQaxjhPOxaFJ3O,9,87.7,9.74,9.0,16.0,164.0,41.0,4,1.4466,1.4247,24.36
R_3IQdgPlakBMLdO8,2,47.83,23.92,2.0,180.0,0.0,180.0,2,1.0,0.0,34.48
R_3IRgQLwyTZQakZC,6,381.58,63.6,6.0,16.0,164.0,41.0,5,2.2516,0.4966,238.95000000000002
R_3IRiT8PbSGOvVXS,10,129.74,12.97,10.0,12.0,168.0,42.0,9,3.1219,0.2891,681.41
R_3ISSnemD96u33dk,64,1208.82,18.89,65.0,3.0,177.0,8.05,36,4.5592,1.4243,1686.32
R_3ISm7yGTA6uH07J,13,384.41,29.57,13.0,16.0,164.0,23.43,11,3.3927,0.2248,632.7
R_3IVPvJMvcpVLLvi,14,348.54,24.9,14.0,18.0,162.0,14.73,11,3.3788,0.4856,717.4300000000001
R_3IXMG8LtMxKwJC3,1,14.0,14.0,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_3IZdWkH8qGnmONy,5,266.51,53.3,5.0,13.0,167.0,41.75,5,2.3219,10.6126,253.38
R_3IaGUIs83jpQZU4,19,396.78,20.88,24.0,30.0,150.0,12.5,16,3.8924,0.5769,719.52
R_3IaWiqm9a2BnlIF,40,1018.65,25.47,40.0,2.0,178.0,5.93,28,4.4806,1.7006,1814.33
R_3IaZTnB1Gr2Jd8y,2,65.91,32.95,2.0,41.0,139.0,139.0,2,1.0,6.389,95.75
R_3IaddE3q66Zxn9K,4,239.17,59.79,4.0,180.0,0.0,180.0,4,2.0,0.0,136.41
R_3Ib0CpTLQzDVjiC,7,74.01,10.57,7.0,150.0,30.0,10.0,6,2.5216,0.0,293.13
R_3IcW0cCdlMnkeZO,10,567.9,56.79,10.0,4.0,176.0,22.0,6,2.4464,4.7754,270.58
R_3IcaxjmR6Rttxu2,14,228.73,16.34,15.0,38.0,142.0,17.75,11,3.3788,0.0202,356.55
R_3IsVeutDyfOL4I1,58,948.4,16.35,59.0,4.0,176.0,7.04,39,5.0948,1.0057,2030.53
R_3J1MGyDr8hZp1sc,7,185.66,26.52,7.0,54.0,126.0,31.5,6,2.5216,0.2388,0.0
R_3J4ALTpmi7dKg9w,28,792.63,28.31,34.0,2.0,178.0,7.42,24,4.4947,3.3413,1131.28
R_3J7ZDjIatQBwT2X,2,35.8,17.9,2.0,18.0,162.0,162.0,2,1.0,0.3769,163.8
R_3J8AqRUvn6mrFaY,6,165.3,27.55,6.0,50.0,130.0,26.0,5,2.2516,0.3741,454.85
R_3J8UIMbwljBx6df,40,849.49,21.24,40.0,13.0,167.0,10.44,24,4.0512,1.7522,1498.78
R_3J8UJcgwnW51IvN,21,541.15,25.77,22.0,2.0,178.0,14.83,13,3.3321,2.2184,1283.67
R_3J8fmsKlTE846m6,131,6557.39,50.06,156.0,48.0,132.0,3.14,66,5.6272,0.3783,1671.9
R_3JCb5kJ47zXT5Er,8,291.83,36.48,8.0,3.0,177.0,59.0,6,2.5,13.5915,216.52
R_3JErJ9sCmGtlJ5a,3,52.98,17.66,3.0,61.0,119.0,119.0,3,1.585,1.1192,403.36
R_3JF2ybHtRoivZJX,21,300.57,14.31,21.0,2.0,178.0,13.69,17,4.0114,0.3438,459.61
R_3JFAj4jTW4qftb2,26,603.8,23.22,32.0,3.0,177.0,22.12,17,3.8253,3.348,805.56
R_3JIBjVcP4lFnfyw,8,133.97,16.75,8.0,12.0,168.0,56.0,5,2.0,6.9366,69.32
R_3JIXNlHP57fpa2R,15,330.9,22.06,23.0,65.0,115.0,19.17,10,3.1069,1.2556,410.99
R_3JJfhp7Z7vUO8K2,68,1594.33,23.45,79.0,3.0,177.0,7.08,39,4.6629,0.3723,1590.34
R_3JJjfKRNxZz1JWa,10,264.92,26.49,10.0,29.0,151.0,25.17,10,3.3219,1.6402,562.43
R_3JK3aP5uRxffXiy,31,862.56,27.82,32.0,5.0,175.0,7.29,22,4.2847,1.6223,1695.93
R_3JLAhdJnyyhPjVz,5,82.81,16.56,5.0,24.0,156.0,39.0,5,2.3219,1.3009,235.60999999999999
R_3JLyTBgWGl9Cl4Y,5,97.05,19.41,5.0,25.0,155.0,77.5,5,2.3219,0.6178,275.19
R_3JeCQU6faeEMOg5,21,431.71,20.56,21.0,6.0,174.0,29.0,13,3.2301,0.152,228.7
R_3JeIGQh3DalGv3u,39,561.83,14.41,39.0,73.0,107.0,17.83,26,4.4875,1.8984,110.84
R_3JeYrscDZ1kBO3a,3,16.97,5.66,3.0,141.0,39.0,39.0,2,0.9183,0.0,0.0
R_3Jf3gqwVuaLfVPJ,1,4.99,4.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,26.42
R_3JfIbMgXAkPG3j8,3,63.98,21.33,3.0,33.0,147.0,73.5,3,1.585,0.185,129.97
R_3JfvcFlS8dhfgcr,2,31.85,15.92,2.0,180.0,0.0,180.0,2,1.0,0.0,0.0
R_3JgTD4MtLbi3fNJ,9,248.21,27.58,9.0,13.0,167.0,33.4,9,3.1699,0.8067,752.12
R_3JgbbnNzNJBaMtM,4,60.08,15.02,4.0,13.0,167.0,55.67,2,0.8113,0.4107,157.68
R_3JjRmgOh3ZydDiW,80,2044.56,25.56,97.0,4.0,176.0,4.19,38,4.7041,0.1945,1280.1399999999999
R_3Jklf2dJGUb6Q1l,2,193.94,96.97,2.0,170.0,10.0,10.0,2,1.0,0.0,2520.09
R_3Jl5q6tZJctgL8B,33,639.07,19.37,35.0,20.0,160.0,10.0,21,4.0755,0.2537,3214.81
R_3JnjKsPAuFGDhrx,35,1020.33,29.15,36.0,1.0,179.0,5.97,22,4.229,0.6109,907.45
R_3JnqCjV41SYD6I4,16,286.8,17.92,16.0,15.0,165.0,16.5,9,2.7744,2.4123,351.28000000000003
R_3Jq0a5Bn6y6pYKy,57,1895.02,33.25,61.0,6.0,174.0,5.27,46,5.4072,1.811,2559.77
R_3JqPfcG88XblHuE,7,142.96,20.42,10.0,72.0,108.0,54.0,7,2.8074,0.5351,231.97
R_3JsfA4yWHSMhWdo,1,49.99,49.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_3Jx8193TYiav93D,38,611.07,16.08,38.0,4.0,176.0,6.77,28,4.5869,2.4498,538.71
R_3JxER5vDQfktCDo,5,66.9,13.38,5.0,91.0,89.0,44.5,3,1.371,0.0,83.82000000000001
R_3Jxiicg67etW2yt,117,2097.26,17.93,120.0,6.0,174.0,2.64,71,5.7933,0.8212,2345.1
R_3KBI2HIkwSKHEOT,24,461.24,19.22,25.0,5.0,175.0,15.91,19,4.0535,0.8772,308.54
R_3KBKPnSEuQx00up,4,122.01,30.5,4.0,5.0,175.0,175.0,4,2.0,2.2834,202.9
R_3KBMM6Vf5T55MvH,7,464.75,66.39,7.0,9.0,171.0,42.75,5,2.1281,0.7548,534.49
R_3KCUnPI9FEz7vTo,41,1271.56,31.01,43.0,4.0,176.0,6.07,24,4.0227,1.1019,647.0699999999999
R_3KCo0LEpRwKOMBe,2,16.88,8.44,2.0,29.0,151.0,151.0,1,-0.0,0.9906,385.68
R_3KDgmMJzGS0doff,16,311.5,19.47,16.0,26.0,154.0,14.0,14,3.75,0.4558,107.74000000000001
R_3KE0mQaK5xihhMb,55,1067.55,19.41,60.0,5.0,175.0,8.33,36,4.8972,1.0959,295.7
R_3KE1wJQwNJHPIic,2,29.99,15.0,2.0,179.0,1.0,1.0,1,-0.0,0.0,248.96
R_3KGYehNgy0pjaWk,99,1578.01,15.94,101.0,2.0,178.0,7.74,53,5.0677,0.1979,612.82
R_3KHiP9QpzA2COVL,32,627.17,19.6,36.0,2.0,178.0,9.89,12,2.5747,3.3978,217.86
R_3KI0Q5yJYxm1woD,63,1273.23,20.21,65.0,15.0,165.0,8.68,27,4.2191,0.8842,1803.5
R_3KI0m2aJJXPqdBf,1,39.99,39.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,19.99
R_3KJhATrOMBcp80T,1,11.97,11.97,1.0,180.0,0.0,180.0,1,-0.0,0.0,134.41
R_3KNPTA6hmTHL69G,12,166.34,13.86,13.0,48.0,132.0,22.0,7,2.5221,0.3383,77.74
